title,price,rating,availability,category,product_url
I'll Give You the Sun,56.48,1,In stock,General,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html
John Vassos: Industrial Design for Modern Life,20.22,4,In stock,General,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html
Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,General,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,General,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,General,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,General,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,In stock,General,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html
32 Yolks,53.63,2,In stock,General,https://books.toscrape.com/catalogue/32-yolks_510/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,In stock,General,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
Being Mortal: Medicine and What Matters in the End,55.06,4,In stock,General,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
Between the World and Me,56.91,4,In stock,General,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,In stock,General,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html
Brilliant Beacons: A History of the American Lighthouse,11.45,3,In stock,General,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html
Death by Leisure: A Cautionary Tale,37.51,4,In stock,General,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,In stock,General,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
Ender's Game (The Ender Quintet #1),43.64,1,In stock,General,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html
Future Shock (Future Shock #1),55.65,5,In stock,General,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,In stock,General,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html
Left Behind (Left Behind #1),40.72,2,In stock,General,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html
Les Fleurs du Mal,29.04,5,In stock,General,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,In stock,General,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,In stock,General,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html
Man's Search for Meaning,29.48,3,In stock,General,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html
Miller's Valley,58.54,2,In stock,General,https://books.toscrape.com/catalogue/millers-valley_534/index.html
My Life Next Door (My Life Next Door ),36.39,5,In stock,General,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html
Out of Print: City Lights Spotlight No. 14,53.64,5,In stock,General,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,In stock,General,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Proofs of God: Classical Arguments from Tertullian to Barth,54.21,1,In stock,General,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html
Rising Strong,21.82,3,In stock,General,https://books.toscrape.com/catalogue/rising-strong_539/index.html
Roller Girl,14.1,5,In stock,General,https://books.toscrape.com/catalogue/roller-girl_540/index.html
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",28.45,4,In stock,General,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html
The New Drawing on the Right Side of the Brain,43.02,3,In stock,General,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),43.62,5,In stock,General,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,36.94,2,In stock,General,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html
When Breath Becomes Air,39.36,2,In stock,General,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html
Why Not Me?,17.76,1,In stock,General,https://books.toscrape.com/catalogue/why-not-me_554/index.html
"Zero to One: Notes on Startups, or How to Build the Future",34.06,3,In stock,General,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html
23 Degrees South: A Tropical Tale of Changing Whether...,35.79,2,In stock,General,https://books.toscrape.com/catalogue/23-degrees-south-a-tropical-tale-of-changing-whether_556/index.html
A Hero's Curse (The Unseen Chronicles #1),50.49,3,In stock,General,https://books.toscrape.com/catalogue/a-heros-curse-the-unseen-chronicles-1_557/index.html
A Shard of Ice (The Black Symphony Saga #1),56.63,3,In stock,General,https://books.toscrape.com/catalogue/a-shard-of-ice-the-black-symphony-saga-1_558/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,4,In stock,General,https://books.toscrape.com/catalogue/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,35.92,2,In stock,General,https://books.toscrape.com/catalogue/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html
The Alien Club,54.4,1,In stock,General,https://books.toscrape.com/catalogue/the-alien-club_569/index.html
The Art and Science of Low Carbohydrate Living,52.98,5,In stock,General,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html
The Book of Mormon,24.57,3,In stock,General,https://books.toscrape.com/catalogue/the-book-of-mormon_571/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,1,In stock,General,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
The Flowers Lied,16.68,2,In stock,General,https://books.toscrape.com/catalogue/the-flowers-lied_573/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,4,In stock,General,https://books.toscrape.com/catalogue/the-moosewood-cookbook-recipes-from-moosewood-restaurant-ithaca-new-york_574/index.html
The New Brand You: Your New Image Makes the Sale for You,44.05,5,In stock,General,https://books.toscrape.com/catalogue/the-new-brand-you-your-new-image-makes-the-sale-for-you_575/index.html
The Shack,28.03,1,In stock,General,https://books.toscrape.com/catalogue/the-shack_576/index.html
Underlying Notes,11.82,2,In stock,General,https://books.toscrape.com/catalogue/underlying-notes_577/index.html
Unlimited Intuition Now,58.87,4,In stock,General,https://books.toscrape.com/catalogue/unlimited-intuition-now_578/index.html
Watchmen,58.05,4,In stock,General,https://books.toscrape.com/catalogue/watchmen_579/index.html
Without Shame,48.27,5,In stock,General,https://books.toscrape.com/catalogue/without-shame_580/index.html
Cravings: Recipes for What You Want to Eat,20.5,3,In stock,General,https://books.toscrape.com/catalogue/cravings-recipes-for-what-you-want-to-eat_589/index.html
Daredevils,16.34,3,In stock,General,https://books.toscrape.com/catalogue/daredevils_590/index.html
"Exit, Pursued by a Bear",51.34,4,In stock,General,https://books.toscrape.com/catalogue/exit-pursued-by-a-bear_591/index.html
Grey (Fifty Shades #4),48.49,4,In stock,General,https://books.toscrape.com/catalogue/grey-fifty-shades-4_592/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,3,In stock,General,https://books.toscrape.com/catalogue/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
Keep Me Posted,20.46,4,In stock,General,https://books.toscrape.com/catalogue/keep-me-posted_594/index.html
Lab Girl,40.85,1,In stock,General,https://books.toscrape.com/catalogue/lab-girl_595/index.html
Lies and Other Acts of Love,45.14,1,In stock,General,https://books.toscrape.com/catalogue/lies-and-other-acts-of-love_596/index.html
Lilac Girls,17.28,2,In stock,General,https://books.toscrape.com/catalogue/lilac-girls_597/index.html
M Train,27.18,1,In stock,General,https://books.toscrape.com/catalogue/m-train_598/index.html
"Mother, Can You Not?",16.89,5,In stock,General,https://books.toscrape.com/catalogue/mother-can-you-not_599/index.html
Mothering Sunday,13.34,2,In stock,General,https://books.toscrape.com/catalogue/mothering-sunday_600/index.html
The Widow,27.26,2,In stock,General,https://books.toscrape.com/catalogue/the-widow_609/index.html
Troublemaker: Surviving Hollywood and Scientology,48.39,2,In stock,General,https://books.toscrape.com/catalogue/troublemaker-surviving-hollywood-and-scientology_610/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,1,In stock,General,https://books.toscrape.com/catalogue/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html
A Paris Apartment,39.01,4,In stock,General,https://books.toscrape.com/catalogue/a-paris-apartment_612/index.html
Boar Island (Anna Pigeon #19),59.48,3,In stock,General,https://books.toscrape.com/catalogue/boar-island-anna-pigeon-19_613/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,1,In stock,General,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html
Dirty (Dive Bar #1),40.83,4,In stock,General,https://books.toscrape.com/catalogue/dirty-dive-bar-1_615/index.html
Eleanor & Park,56.51,5,In stock,General,https://books.toscrape.com/catalogue/eleanor-park_616/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,1,In stock,General,https://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html
Everyday Italian: 125 Simple and Delicious Recipes,20.1,5,In stock,General,https://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html
Furiously Happy: A Funny Book About Horrible Things,41.46,4,In stock,General,https://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html
Hide Away (Eve Duncan #20),11.84,1,In stock,General,https://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,1,In stock,General,https://books.toscrape.com/catalogue/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html
Raspberry Pi Electronics Projects for the Evil Genius,49.67,4,In stock,General,https://books.toscrape.com/catalogue/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html
Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,21.21,3,In stock,General,https://books.toscrape.com/catalogue/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html
Stars Above (The Lunar Chronicles #4.5),48.05,2,In stock,General,https://books.toscrape.com/catalogue/stars-above-the-lunar-chronicles-45_632/index.html
The Children,11.88,3,In stock,General,https://books.toscrape.com/catalogue/the-children_633/index.html
The Diary of a Young Girl,59.9,3,In stock,General,https://books.toscrape.com/catalogue/the-diary-of-a-young-girl_634/index.html
The Dinner Party,56.54,2,In stock,General,https://books.toscrape.com/catalogue/the-dinner-party_635/index.html
The Epidemic (The Program 0.6),14.44,5,In stock,General,https://books.toscrape.com/catalogue/the-epidemic-the-program-06_636/index.html
The Golden Condom: And Other Essays on Love Lost and Found,39.43,1,In stock,General,https://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,59.15,4,In stock,General,https://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html
The Lonely City: Adventures in the Art of Being Alone,33.26,2,In stock,General,https://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,1,In stock,General,https://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html
"The Three Searches, Meaning, and the Story",13.33,3,In stock,General,https://books.toscrape.com/catalogue/the-three-searches-meaning-and-the-story_649/index.html
1491: New Revelations of the Americas Before Columbus,21.8,3,In stock,General,https://books.toscrape.com/catalogue/1491-new-revelations-of-the-americas-before-columbus_650/index.html
A Brush of Wings (Angels Walking #3),55.51,1,In stock,General,https://books.toscrape.com/catalogue/a-brush-of-wings-angels-walking-3_651/index.html
A Distant Mirror: The Calamitous 14th Century,14.58,3,In stock,General,https://books.toscrape.com/catalogue/a-distant-mirror-the-calamitous-14th-century_652/index.html
A Man Called Ove,39.72,1,In stock,General,https://books.toscrape.com/catalogue/a-man-called-ove_653/index.html
A People's History of the United States,40.79,2,In stock,General,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,2,In stock,General,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html
A Study in Scarlet (Sherlock Holmes #1),16.73,2,In stock,General,https://books.toscrape.com/catalogue/a-study-in-scarlet-sherlock-holmes-1_656/index.html
A Time of Torment (Charlie Parker #14),48.35,5,In stock,General,https://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html
Abstract City,56.37,5,In stock,General,https://books.toscrape.com/catalogue/abstract-city_658/index.html
"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",10.9,2,In stock,General,https://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html
All the Light We Cannot See,29.87,5,In stock,General,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html
Brain on Fire: My Month of Madness,49.32,5,In stock,General,https://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html
Buying In: The Secret Dialogue Between What We Buy and Who We Are,37.8,4,In stock,General,https://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html
Carrie,46.23,2,In stock,General,https://books.toscrape.com/catalogue/carrie_671/index.html
"Carry On, Warrior: Thoughts on Life Unarmed",31.85,3,In stock,General,https://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html
Catching Jordan (Hundred Oaks),50.83,3,In stock,General,https://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html
Cell,20.29,4,In stock,General,https://books.toscrape.com/catalogue/cell_674/index.html
City of Ashes (The Mortal Instruments #2),47.27,1,In stock,General,https://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html
City of Bones (The Mortal Instruments #1),43.28,1,In stock,General,https://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html
City of Fallen Angels (The Mortal Instruments #4),11.23,4,In stock,General,https://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html
City of Glass (The Mortal Instruments #3),56.02,4,In stock,General,https://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html
Clockwork Angel (The Infernal Devices #1),44.14,1,In stock,General,https://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html
Code Name Verity (Code Name Verity #1),22.13,4,In stock,General,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html
"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",51.75,5,In stock,General,https://books.toscrape.com/catalogue/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html
Eight Hundred Grapes,14.39,4,In stock,General,https://books.toscrape.com/catalogue/eight-hundred-grapes_690/index.html
El Deafo,57.62,5,In stock,General,https://books.toscrape.com/catalogue/el-deafo_691/index.html
Eligible (The Austen Project #4),27.09,3,In stock,General,https://books.toscrape.com/catalogue/eligible-the-austen-project-4_692/index.html
Every Last Word,46.47,3,In stock,General,https://books.toscrape.com/catalogue/every-last-word_693/index.html
"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",15.06,4,In stock,General,https://books.toscrape.com/catalogue/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html
Feathers: Displays of Brilliant Plumage,49.05,3,In stock,General,https://books.toscrape.com/catalogue/feathers-displays-of-brilliant-plumage_695/index.html
Glory over Everything: Beyond The Kitchen House,45.84,3,In stock,General,https://books.toscrape.com/catalogue/glory-over-everything-beyond-the-kitchen-house_696/index.html
God: The Most Unpleasant Character in All Fiction,30.03,5,In stock,General,https://books.toscrape.com/catalogue/god-the-most-unpleasant-character-in-all-fiction_697/index.html
Greek Mythic History,10.23,5,In stock,General,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html
Hamilton: The Revolution,58.79,3,In stock,General,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html
Hold Your Breath (Search and Rescue #1),28.82,1,In stock,General,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html
"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",46.91,4,In stock,General,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html
Looking for Lovely: Collecting the Moments that Matter,29.14,5,In stock,General,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html
Love Is a Mix Tape (Music #1),18.03,1,In stock,General,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Lowriders to the Center of the Earth (Lowriders in Space #2),51.51,2,In stock,General,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html
Luckiest Girl Alive,49.83,3,In stock,General,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html
Luis Paints the World,53.95,3,In stock,General,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html
Made to Stick: Why Some Ideas Survive and Others Die,38.85,5,In stock,General,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html
More Than Music (Chasing the Dream #1),37.61,2,In stock,General,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html
Mr. Mercedes (Bill Hodges Trilogy #1),28.9,1,In stock,General,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html
My Kind of Crazy,40.36,1,In stock,General,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html
My Mrs. Brown,24.48,3,In stock,General,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html
My Name Is Lucy Barton,41.56,1,In stock,General,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html
"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",25.48,2,In stock,General,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html
Robin War,47.82,3,In stock,General,https://books.toscrape.com/catalogue/robin-war_730/index.html
salt.,46.78,4,In stock,General,https://books.toscrape.com/catalogue/salt_731/index.html
See America: A Celebration of Our National Parks & Treasured Sites,48.87,3,In stock,General,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html
Shtum,55.84,4,In stock,General,https://books.toscrape.com/catalogue/shtum_733/index.html
"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",35.43,4,In stock,General,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html
Someone Like You (The Harrisons #2),52.79,5,In stock,General,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,4,In stock,General,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
Steve Jobs,39.5,5,In stock,General,https://books.toscrape.com/catalogue/steve-jobs_737/index.html
Still Life with Bread Crumbs,26.41,3,In stock,General,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html
Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),11.89,5,In stock,General,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html
Swell: A Year of Waves,45.58,1,In stock,General,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html
The First Hostage (J.B. Collins #2),25.85,3,In stock,General,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html
The Guilty (Will Robie #4),13.82,2,In stock,General,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,3,In stock,General,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html
The Hidden Oracle (The Trials of Apollo #1),52.26,2,In stock,General,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html
The Immortal Life of Henrietta Lacks,40.67,2,In stock,General,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html
The Last Mile (Amos Decker #2),54.21,2,In stock,General,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html
The Literature Book (Big Ideas Simply Explained),17.43,3,In stock,General,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html
The Loney,23.4,1,In stock,General,https://books.toscrape.com/catalogue/the-loney_756/index.html
The Long Haul (Diary of a Wimpy Kid #9),44.07,1,In stock,General,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,1,In stock,General,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
The Marriage of Opposites,28.08,4,In stock,General,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html
The Power of Habit: Why We Do What We Do in Life and Business,16.88,3,In stock,General,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html
The Wright Brothers,56.8,4,In stock,General,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html
The Year of Magical Thinking,43.04,2,In stock,General,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html
This Is Where It Ends,27.12,2,In stock,General,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html
Through the Woods,25.38,2,In stock,General,https://books.toscrape.com/catalogue/through-the-woods_772/index.html
Twenty Yawns,22.08,2,In stock,General,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,In stock,General,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html
Until Friday Night (The Field Party #1),46.31,2,In stock,General,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html
V for Vendetta (V for Vendetta Complete),37.1,4,In stock,General,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html
Walt Disney's Alice in Wonderland,12.96,5,In stock,General,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html
"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,1,In stock,General,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html
What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,In stock,General,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html
Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,4,In stock,General,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html
Amy Meets the Saints and Sages,18.46,3,In stock,General,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html
Anonymous,46.82,4,In stock,General,https://books.toscrape.com/catalogue/anonymous_790/index.html
Ayumi's Violin,15.48,2,In stock,General,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html
Batman: The Dark Knight Returns (Batman),15.38,5,In stock,General,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html
Batman: The Long Halloween (Batman),36.5,2,In stock,General,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html
Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,In stock,General,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,In stock,General,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html
Big Magic: Creative Living Beyond Fear,30.8,3,In stock,General,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html
Chasing Heaven: What Dying Taught Me About Living,37.8,2,In stock,General,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html
Close to You,49.46,4,In stock,General,https://books.toscrape.com/catalogue/close-to-you_798/index.html
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,3,In stock,General,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html
Dark Notes,19.19,5,In stock,General,https://books.toscrape.com/catalogue/dark-notes_800/index.html
Follow You Home,21.36,1,In stock,General,https://books.toscrape.com/catalogue/follow-you-home_809/index.html
Frostbite (Vampire Academy #2),29.99,5,In stock,General,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html
Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,In stock,General,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html
Grumbles,22.16,2,In stock,General,https://books.toscrape.com/catalogue/grumbles_812/index.html
Hollow City (Miss Peregrine’s Peculiar Children #2),42.98,1,In stock,General,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,4,In stock,General,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html
