title,price,rating,availability,category,product_url
Worlds Elsewhere: Journeys Around Shakespeare’s Globe,40.3,5,In stock,General,https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html
Aladdin and His Wonderful Lamp,53.13,3,In stock,General,https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,In stock,General,https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
Birdsong: A Story in Pictures,54.64,3,In stock,General,https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html
Black Dust,34.53,5,In stock,General,https://books.toscrape.com/catalogue/black-dust_976/index.html
Chase Me (Paris Nights #2),25.27,5,In stock,General,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,In stock,General,https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html
How Music Works,37.32,2,In stock,General,https://books.toscrape.com/catalogue/how-music-works_979/index.html
In Her Wake,12.84,1,In stock,General,https://books.toscrape.com/catalogue/in-her-wake_980/index.html
Shakespeare's Sonnets,20.66,4,In stock,General,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html
"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,In stock,General,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
The Black Maria,52.15,1,In stock,General,https://books.toscrape.com/catalogue/the-black-maria_991/index.html
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,In stock,General,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,In stock,General,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
The Dirty Little Secrets of Getting Your Dream Job,33.34,4,In stock,General,https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
The Requiem Red,22.65,1,In stock,General,https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
Sapiens: A Brief History of Humankind,54.23,5,In stock,General,https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
Sharp Objects,47.82,4,In stock,General,https://books.toscrape.com/catalogue/sharp-objects_997/index.html
Soumission,50.1,1,In stock,General,https://books.toscrape.com/catalogue/soumission_998/index.html
Tipping the Velvet,53.74,1,In stock,General,https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
A Light in the Attic,51.77,3,In stock,General,https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
